,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,h_per_l,year_sqrt,official_dealer
3197,2010,50000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5,66.23246492985972,4040100,0
3198,2005,50000,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5,62.876254180602004,4020025,0
3199,2013,88200,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5,59.24679487179487,4052169,0
3200,2017,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,65.82109479305741,4068289,0
3201,2011,110000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5,48.60614724803431,4044121,0
3202,2016,65000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5,59.42211055276381,4064256,0
3203,2015,15000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5,70.91346153846153,4060225,0
3204,2010,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5,78.82431529726118,4040100,0
3205,1999,100000,LPG,Individual,Manual,Fourth & Above Owner,18.9,1248.0,74.0,5,59.294871794871796,3996001,0
3206,2019,10000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4076361,0
3207,2012,70000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,92.0,5,73.71794871794872,4048144,0
3208,2012,60000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5,62.66114180478821,4048144,0
3209,2016,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,70.91346153846153,4064256,0
3210,2016,35000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4064256,0
3211,2012,40000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5,57.18232044198895,4048144,0
3212,2011,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5,49.42693409742121,4044121,0
3213,2012,99000,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5,65.13240857503152,4048144,0
3214,2015,60000,Petrol,Individual,Manual,First Owner,23.9,624.0,37.48,4,60.06410256410256,4060225,0
3215,2016,40800,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,67.81326781326783,4064256,0
3216,2015,70000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,74.35037720033529,4060225,0
3217,2016,100000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5,68.44741235392321,4064256,0
3218,2016,8588,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4064256,0
3219,2015,60000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5,66.08811748998664,4060225,0
3220,2005,80000,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5,65.48536209553158,4020025,0
3221,2014,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5,65.82109479305741,4056196,0
3222,2018,150000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5,49.156891495601165,4072324,0
3223,2012,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7,40.8981555733761,4048144,0
3224,2012,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,4048144,0
3225,2016,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,62.66114180478821,4064256,0
3226,2010,50000,Diesel,Individual,Manual,First Owner,10.71,1948.0,90.0,14,46.20123203285421,4040100,0
3227,2017,70000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5,65.82109479305741,4068289,0
3228,2016,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,59.294871794871796,4064256,0
3229,2015,120000,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5,69.10547396528705,4060225,0
3230,2015,120000,Diesel,Individual,Manual,First Owner,11.57,2179.0,138.1,7,63.37769619091326,4060225,0
3231,2015,120000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7,71.12179487179488,4060225,0
3232,2017,70000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5,65.82109479305741,4068289,0
3233,2002,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,67.23446893787575,4008004,0
3234,2017,100000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7,66.97923643670461,4068289,0
3235,2017,157000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7,61.76347680735479,4068289,0
3236,2012,90000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5,59.24679487179487,4048144,0
3237,2013,65000,Diesel,Individual,Manual,First Owner,14.6,2231.0,184.0,7,82.47422680412372,4052169,0
3238,2015,30000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,67.17434869739479,4060225,0
3239,2015,70000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7,68.24471959213402,4060225,0
3240,2016,100000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5,63.53868194842408,4064256,0
3241,2015,120000,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5,78.3567134268537,4060225,0
3242,2012,110000,Diesel,Individual,Manual,First Owner,21.0,1199.0,75.0,5,62.55212677231025,4048144,0
3243,2015,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120.0,70.0,5,62.49999999999999,4060225,0
3244,2016,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5,62.49999999999999,4064256,0
3245,2012,110000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5,67.23446893787575,4048144,0
3246,2018,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5,68.18637274549098,4072324,0
3247,2013,100000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,64.83103879849811,4052169,0
3248,2012,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,48.60614724803431,4048144,0
3249,2011,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,64.83103879849811,4044121,0
3250,2017,35000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5,78.55711422845691,4068289,0
3251,2017,35000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5,78.3567134268537,4068289,0
3252,2014,101200,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7,28.359269282814616,4056196,0
3253,2005,90000,Petrol,Individual,Manual,Second Owner,12.8,1396.0,85.0,5,60.88825214899714,4020025,0
3254,2016,76000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,59.294871794871796,4064256,0
3255,2016,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7,64.24965580541533,4064256,0
3256,2008,179150,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7,63.37769619091326,4032064,0
3257,2003,62000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,46.482412060301506,4012009,0
3258,2019,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4076361,0
3259,2016,120000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7,64.24965580541533,4064256,0
3260,2017,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5,65.82109479305741,4068289,0
3261,2011,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4044121,0
3262,2013,97000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,59.294871794871796,4052169,0
3263,2012,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179.0,140.0,7,64.24965580541533,4048144,0
3264,2010,100000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7,40.8981555733761,4040100,0
3265,2007,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,58.16582914572864,4028049,0
3266,2009,110000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5,66.00252206809584,4036081,0
3267,2010,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112.0,7,44.83586869495596,4040100,0
3268,2014,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,59.294871794871796,4056196,0
3269,2017,51146,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4068289,0
3270,2011,40000,Petrol,Individual,Manual,First Owner,21.1,1197.0,85.8,5,71.67919799498746,4044121,0
3271,2017,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4068289,0
3272,2015,80000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5,59.279038718291055,4060225,0
3273,2011,120000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,67.23446893787575,4044121,0
3274,2017,23000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4068289,0
3275,2010,70000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5,67.23446893787575,4040100,0
3276,2018,23000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5,59.294871794871796,4072324,0
3277,2016,30000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5,67.17434869739479,4064256,0
3278,2011,50000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,5,72.11538461538461,4044121,0
3279,2014,40000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,5,42.96482412060302,4056196,0
3280,2007,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,4028049,0
3281,2011,80000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5,49.8220640569395,4044121,0
3282,2010,150000,Diesel,Individual,Manual,Third Owner,21.12,1248.0,88.8,5,71.15384615384615,4040100,0
3283,2018,40000,Petrol,Individual,Manual,First Owner,19.0,1197.0,85.8,5,71.67919799498746,4072324,0
3284,2010,25000,Petrol,Individual,Automatic,First Owner,16.8,1497.0,118.0,5,78.82431529726118,4040100,0
3285,2018,120000,Diesel,Individual,Manual,Second Owner,17.0,2650.0,80.84,7,30.505660377358492,4072324,0
3286,2014,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,64.24965580541533,4056196,0
3287,2018,50000,Diesel,Individual,Automatic,Second Owner,24.3,1248.0,88.5,5,70.91346153846153,4072324,0
3288,2013,60000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.8,7,71.15384615384615,4052169,0
3289,2008,149000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4032064,0
3290,2019,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,62.61510128913444,4076361,0
3291,2013,70000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5,49.8220640569395,4052169,0
3292,2015,55000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,65.91478696741855,4060225,0
3293,2013,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9,24.613555291319855,4052169,0
3294,2005,85000,Petrol,Individual,Manual,Third Owner,11.1,2354.0,158.8,5,67.45964316057774,4020025,0
3295,2015,70000,Petrol,Individual,Manual,Third Owner,17.19,1197.0,81.86,5,68.38763575605681,4060225,0
3296,2010,120000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,7,56.42256902761104,4040100,0
3297,2015,40000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5,65.81441922563418,4060225,0
3298,2016,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7,60.090135202804206,4064256,0
3299,2019,36800,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5,58.74499332443258,4076361,0
3300,2018,52200,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5,59.294871794871796,4072324,0
3301,2016,78000,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5,62.36930860033727,4064256,0
3302,2020,16000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5,85.72085889570552,4080400,0
3303,2017,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186.0,73.97,5,62.36930860033727,4068289,0
3304,2013,60000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,64.24965580541533,4052169,0
3305,2016,112000,Diesel,Dealer,Manual,Second Owner,15.4,1997.0,120.0,7,60.090135202804206,4064256,0
3306,2018,36000,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5,70.91346153846153,4072324,0
3307,2016,60000,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5,67.18436873747494,4064256,0
3308,2008,120000,Petrol,Individual,Manual,First Owner,11.1,2354.0,158.8,5,67.45964316057774,4032064,0
3309,2018,40000,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5,58.74499332443258,4072324,0
3310,2017,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5,70.91346153846153,4068289,0
3311,2016,25000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5,76.24135763670647,4064256,0
3312,2015,42000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5,67.18436873747494,4060225,0
3313,2016,90000,Diesel,Individual,Automatic,Second Owner,18.49,1493.0,100.0,7,66.97923643670461,4064256,0
3314,2011,90000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5,59.21474358974359,4044121,0
3315,2012,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,5,43.20328542094455,4048144,0
3316,2009,70000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4036081,0
3317,2014,80000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5,79.84829329962072,4056196,0
3318,2016,80000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5,63.56017191977078,4064256,0
3319,2012,90000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5,74.22997946611909,4048144,0
3320,2007,90000,Diesel,Individual,Manual,Third Owner,17.2,1396.0,53.5,5,38.32378223495702,4028049,0
3321,2010,120000,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5,63.929618768328446,4040100,0
3322,2012,107500,Diesel,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4048144,0
3323,2017,62000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7,62.25045372050817,4068289,0
3324,2016,79000,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5,79.7724399494311,4064256,0
3325,2015,20000,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7,56.50570087189805,4060225,0
3326,2007,110000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,7,55.07113354749886,4028049,0
3327,2009,100000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,59.21474358974359,4036081,0
3328,2010,70000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5,73.67716008037507,4040100,0
3329,1994,100000,Diesel,Individual,Manual,Second Owner,12.8,1995.0,52.0,5,26.06516290726817,3976036,0
3330,2016,50000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7,70.91346153846153,4064256,0
3331,2013,139000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,71.12179487179488,4052169,0
3332,2006,120000,Petrol,Individual,Manual,Third Owner,13.1,1781.0,149.5,5,83.94160583941606,4024036,0
3333,2014,35000,Petrol,Individual,Manual,Second Owner,16.7,1172.0,64.1,5,54.69283276450512,4056196,0
3334,2019,7720,Petrol,Individual,Manual,First Owner,20.0,999.0,71.0,7,71.07107107107107,4076361,0
3335,2014,50000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,64.24965580541533,4056196,0
3336,2002,60000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5,37.98297314996726,4008004,0
3337,2016,100000,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5,43.874058863791916,4064256,0
3338,2016,57882,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4064256,0
3339,2018,142000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,5,67.89352914180817,4072324,0
3340,2018,140000,Diesel,Individual,Manual,Third Owner,14.1,2179.0,147.94,5,67.89352914180817,4072324,0
3341,2015,30000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4060225,0
3342,2018,10000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5,55.92654424040067,4072324,0
3343,2015,30000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5,67.17434869739479,4060225,0
3344,2012,90000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5,49.42693409742121,4048144,0
3345,2015,35000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7,61.03678929765886,4060225,0
3346,2009,25000,Petrol,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4036081,0
3347,2017,31100,Petrol,Dealer,Manual,First Owner,22.7,799.0,53.64,5,67.13391739674593,4068289,0
3348,2019,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5,62.61510128913444,4076361,0
3349,2013,50000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.8,5,71.15384615384615,4052169,0
3350,2018,8576,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5,73.97831526271894,4072324,0
3351,2013,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5,49.42693409742121,4052169,0
3352,2017,30000,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4068289,0
3353,2019,9000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4076361,0
3354,2017,30000,Petrol,Dealer,Manual,First Owner,17.5,1199.0,88.7,5,73.97831526271894,4068289,0
3355,2016,27000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.51,7,61.64229001253657,4064256,0
3356,2017,39000,Diesel,Dealer,Manual,First Owner,25.5,1498.0,98.6,5,65.82109479305741,4068289,0
3357,2015,64000,Petrol,Dealer,Automatic,First Owner,16.05,1499.0,110.4,5,73.64909939959973,4060225,0
3358,2017,42000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4068289,0
3359,2012,45000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5,72.45409015025042,4048144,0
3360,2019,15000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5,85.72085889570552,4076361,0
3361,2018,55000,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100.0,7,66.97923643670461,4072324,0
3362,2015,64000,Diesel,Dealer,Automatic,First Owner,11.4,2953.0,153.86,7,52.102946156451075,4060225,0
3363,2019,15000,Petrol,Dealer,Automatic,First Owner,20.28,1462.0,103.25,5,70.62243502051983,4076361,0
3364,2016,69000,Petrol,Dealer,Automatic,First Owner,17.2,1197.0,103.6,5,86.54970760233917,4064256,0
3365,2017,80000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4068289,0
3366,2016,60000,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5,65.81441922563418,4064256,0
3367,2017,70000,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,5,79.84829329962072,4068289,0
3368,2016,100000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5,59.294871794871796,4064256,0
3369,2011,100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9,24.613555291319855,4044121,0
3370,2018,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7,70.61037173015146,4072324,0
3371,2018,11500,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7,66.97923643670461,4072324,0
3372,2015,40000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,7,66.97923643670461,4060225,0
3373,2018,50000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5,67.06706706706707,4072324,0
3374,2015,55380,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5,68.50459482038428,4060225,0
3375,2017,18816,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5,61.560934891485815,4068289,0
3376,2016,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755.0,171.5,7,62.25045372050817,4064256,0
3377,2013,70000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8,40.09623095429029,4052169,0
3378,2016,60000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.21,5,34.313167259786475,4064256,0
3379,2004,80000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5,60.42296072507553,4016016,0
3380,2015,45900,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5,68.3625730994152,4060225,0
3381,2011,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,58.16582914572864,4044121,0
3382,2013,90000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8,55.07113354749886,4052169,0
3383,2010,105000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5,58.16582914572864,4040100,0
3384,2018,30000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5,63.581661891117484,4072324,0
3385,2011,20000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,67.23446893787575,4044121,0
3386,2011,80000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5,65.91478696741855,4044121,0
3387,2010,80000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5,62.311557788944725,4040100,0
3388,2004,120000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,46.482412060301506,4016016,0
3389,2019,50000,Diesel,Individual,Manual,Second Owner,21.9,1498.0,98.6,7,65.82109479305741,4076361,0
3390,2016,80000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5,63.39285714285714,4064256,0
3391,2011,120000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7,63.37769619091326,4044121,0
3392,2011,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5,59.294871794871796,4044121,0
3393,2016,130000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,64.27378964941569,4064256,0
3394,2017,50000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8,57.35797399041752,4068289,0
3395,2018,80000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4072324,0
